Dimension;Value;Procedure;Measure;Pre-Op Q Mean;Pre-Op Q 5%;Pre-Op Q 1st Quartile;Pre-Op Q Median;Pre-Op Q 3rd Quartile;Pre-Op Q 95%;Post-Op Q Mean;Post-Op Q 5%;Post-Op Q 1st Quartile;Post-Op Q Median;Post-Op Q 3rd Quartile;Post-Op Q 95%;Heath Gain Mean;Heath Gain 5%;Heath Gain 1st Quartile;Heath Gain Median;Heath Gain 3rd Quartile;Heath Gain 95%;Improved;Unchanged;Worsened;Total;Year
Age and Gender;9 - 80 to 84;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 80 to 84;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 80 to 84;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 85 to 89;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 85 to 89;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 85 to 89;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 85 to 89;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 85 to 89;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 85 to 89;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 90 to 120;Hip Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 90 to 120;Hip Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 90 to 120;Hip Replacement;Oxford Hip Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 90 to 120;Knee Replacement;EQ VAS;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 90 to 120;Knee Replacement;EQ-5D Index;;;;;;;;;;;;;;;;;;;;;;;2016-17
Age and Gender;9 - 90 to 120;Knee Replacement;Oxford Knee Score;;;;;;;;;;;;;;;;;;;;;;;2016-17
Disability;1;Hip Replacement;EQ VAS;58.346;20.0;40.0;60.0;79.0;90.0;72.711;35.0;60.0;78.0;90.0;98.0;14.366;-25.0;0.0;10.0;30.0;60.0;13192.0;1822.0;4546.0;19560.0;2016-17
Disability;1;Hip Replacement;EQ-5D Index;0.252;-0.181;-0.016;0.157;0.587;0.691;0.732;0.082;0.62;0.76;1.0;1.0;0.48;-0.058;0.204;0.49;0.765;1.016;18041.0;1159.0;1183.0;20383.0;2016-17
Disability;1;Hip Replacement;Oxford Hip Score;15.19;4.0;9.0;14.0;20.0;29.0;37.426;18.0;32.0;40.0;45.0;48.0;22.236;3.0;16.0;23.0;30.0;38.0;21401.0;127.0;588.0;22116.0;2016-17
Disability;1;Knee Replacement;EQ VAS;62.154;25.0;50.0;65.0;80.0;90.0;69.356;30.0;60.0;75.0;85.0;95.0;7.202;-30.0;-5.0;5.0;20.0;50.0;11837.0;2317.0;6387.0;20541.0;2016-17
Disability;1;Knee Replacement;EQ-5D Index;0.316;-0.077;0.055;0.186;0.62;0.691;0.671;0.024;0.587;0.691;0.848;1.0;0.355;-0.104;0.071;0.309;0.636;0.912;17219.0;2133.0;2117.0;21469.0;2016-17
Disability;1;Knee Replacement;Oxford Knee Score;16.315;6.0;11.0;16.0;21.0;29.0;33.27;13.0;27.0;35.0;42.0;47.0;16.956;-1.0;10.0;17.0;24.0;33.0;21917.0;253.0;1193.0;23363.0;2016-17
Disability;2;Hip Replacement;EQ VAS;70.332;30.0;60.0;75.0;85.0;95.0;82.387;50.0;75.0;85.0;90.0;100.0;12.055;-18.0;0.0;10.0;21.0;50.65;11358.0;1868.0;3582.0;16808.0;2016-17
Disability;2;Hip Replacement;EQ-5D Index;0.471;-0.016;0.159;0.587;0.691;0.796;0.865;0.587;0.76;1.0;1.0;1.0;0.394;0.0;0.192;0.309;0.636;0.945;15630.0;909.0;826.0;17365.0;2016-17
Disability;2;Hip Replacement;Oxford Hip Score;21.232;9.0;15.0;21.0;27.0;35.0;41.935;27.0;39.0;44.0;47.0;48.0;20.702;3.0;15.0;21.0;28.0;36.0;17943.0;99.0;471.0;18513.0;2016-17
Disability;2;Knee Replacement;EQ VAS;73.107;40.0;64.0;79.0;87.0;95.0;79.745;50.0;75.0;80.0;90.0;98.0;6.638;-20.0;-4.0;5.0;15.0;41.0;11119.0;2854.0;5390.0;19363.0;2016-17
Disability;2;Knee Replacement;EQ-5D Index;0.521;0.03;0.189;0.691;0.691;0.796;0.81;0.516;0.691;0.796;1.0;1.0;0.289;-0.071;0.069;0.273;0.484;0.841;16582.0;1889.0;1672.0;20143.0;2016-17
Disability;2;Knee Replacement;Oxford Knee Score;22.045;10.0;17.0;22.0;27.0;34.0;38.049;22.0;34.0;40.0;44.0;47.0;16.004;-1.0;10.0;17.0;23.0;31.0;20195.0;208.0;1120.0;21523.0;2016-17
Disability;9;Hip Replacement;EQ VAS;67.156;28.9;50.0;70.0;80.0;95.0;79.108;50.0;70.0;80.0;90.0;100.0;11.952;-20.0;0.0;10.0;25.0;54.0;1406.0;276.0;457.0;2139.0;2016-17
Disability;9;Hip Replacement;EQ-5D Index;0.393;-0.074;0.055;0.516;0.691;0.76;0.816;0.516;0.691;0.848;1.0;1.0;0.423;-0.036;0.176;0.38;0.705;0.999;2096.0;128.0;138.0;2362.0;2016-17
Disability;9;Hip Replacement;Oxford Hip Score;19.431;6.0;13.0;19.0;25.0;34.0;40.208;22.0;37.0;43.0;47.0;48.0;20.778;2.0;14.0;21.0;28.0;36.0;2514.0;17.0;91.0;2622.0;2016-17
Disability;9;Knee Replacement;EQ VAS;68.449;30.0;55.0;70.0;85.0;95.0;74.234;40.0;65.0;80.0;90.0;95.4;5.785;-30.0;-5.0;5.0;20.0;40.0;880.0;177.0;496.0;1553.0;2016-17
Disability;9;Knee Replacement;EQ-5D Index;0.407;-0.074;0.101;0.587;0.691;0.76;0.73;0.088;0.621;0.76;1.0;1.0;0.324;-0.104;0.069;0.309;0.59;0.899;1459.0;187.0;165.0;1811.0;2016-17
Disability;9;Knee Replacement;Oxford Knee Score;18.807;7.0;13.0;19.0;24.0;32.0;34.986;16.0;29.0;37.0;43.0;47.0;16.18;-1.0;9.0;17.0;23.0;32.0;1903.0;25.0;114.0;2042.0;2016-17
Ethnicity;99;Hip Replacement;EQ VAS;66.607;25.0;50.0;70.0;80.0;95.0;80.487;50.0;75.0;85.0;90.0;100.0;13.88;-20.0;0.0;10.0;25.0;54.0;1012.0;147.0;267.0;1426.0;2016-17
Ethnicity;99;Hip Replacement;EQ-5D Index;0.397;-0.074;0.055;0.587;0.691;0.76;0.835;0.516;0.725;0.883;1.0;1.0;0.438;0.0;0.204;0.38;0.708;1.016;1338.0;70.0;63.0;1471.0;2016-17
Ethnicity;99;Hip Replacement;Oxford Hip Score;19.393;6.0;13.0;19.0;25.0;35.0;41.402;26.0;38.0;44.0;47.0;48.0;22.009;6.0;15.0;23.0;29.0;37.0;1553.0;9.0;29.0;1591.0;2016-17
Ethnicity;99;Knee Replacement;EQ VAS;70.959;30.0;60.0;75.0;85.0;95.0;77.77;45.0;70.0;80.0;90.0;98.0;6.811;-25.0;-3.0;5.0;19.0;40.0;692.0;203.0;330.0;1225.0;2016-17
